Human gene name	Gene name
RNU6-16P	Gm24445
LY6G6C	Ly6g6c
	Gm48954
SPG7	Spg7
	Gm19301
	Gm48955
FAM216B	Fam216b
	Gm43237
	Gm43753
DTHD1	Dthd1
CEP290	Cep290
LY6G6D	Ly6g6d
	Mir1971
	Cadps
TESC	Tesc
	Ly6g6e
	Gm56779
	Gm56772
MEF2D	Mef2d
LY6G6F	Ly6g6f
	Gm9954
	Gm56321
	Gm19514
DRC1	Drc1
	A130023I24Rik
ABHD16A	Abhd16a
TMEM215	Tmem215
USF2	Usf2
	Gm28404
	Gm20302
	4933428C19Rik
	Gm56258
	Gm8004
	Gm12391
	9230116N13Rik
	Gm56192
	Gm24152
APTX	Aptx
DDX59	Ddx59
	Gm43755
NWD2	Nwd2
	Gm29486
	Gm29485
	Gm37799
	4933409D19Rik
LY6G5C	Ly6g5c
	Platr23
ZNF281	Zfp281
LY6G5B	Ly6g5b
	Gm3687
	1700113A16Rik
FBXW8	Fbxw8
	Gm24584
	Gm26771
CSNK2B	Csnk2b
	Gm38291
	Platr22
	1700008P02Rik
	Gm24086
	Gm56264
	Or2q2-ps1
	Mif-ps1
	Gm37087
	Gm5851
	Gm29718
	Gm37752
	Gm17781
	Sprr2a3
NR5A2	Nr5a2
	Sprr2b
	Gm37428
	Sprr2c-ps
	Sprr2d
GDF6	Gdf6
	Sprr2e
	Gm11834
	Gm11835
	Gm12390
	Sprr2f
	Gm11814
	1700123O12Rik
	Sprr2g
	Vmn2r128
	Gm9754
	Gm38154
TADA2A	Tada2a
FAM227A	Fam227a
	Gm26411
	Gm56811
C4orf19	0610040J01Rik
	Mir124-2hg
	Gm11815
	Gm11813
	Gm12920
	Mir3471-1
	Gm12918
	Gm12919
	Gm56194
CFAP418	Cfap418
RPL13	Rpl13
HRK	Hrk
MIR124-2	Mir124a-2
	Gm23441
	Gm19175
RELL1	Rell1
	Gm5844
	Cypt12
DNAJA1	Dnaja1
RNU7-65P	Rnu7-ps3
RNU7-183P	Rnu7-ps3
RNU7-157P	Rnu7-ps3
RNU7-129P	Rnu7-ps3
RNU7-153P	Rnu7-ps3
RNU7-88P	Rnu7-ps3
RNU7-48P	Rnu7-ps3
U7	Rnu7-ps3
RNU7-149P	Rnu7-ps3
RNU7-90P	Rnu7-ps3
RNU7-60P	Rnu7-ps3
RNU7-134P	Rnu7-ps3
RNU7-133P	Rnu7-ps3
RNU7-56P	Rnu7-ps3
U7	Rnu7-ps3
RNU7-197P	Rnu7-ps3
RNU7-160P	Rnu7-ps3
RNU7-55P	Rnu7-ps3
RNU7-50P	Rnu7-ps3
RNU7-192P	Rnu7-ps3
RNU7-71P	Rnu7-ps3
RNU7-30P	Rnu7-ps3
U7	Rnu7-ps3
RNU7-103P	Rnu7-ps3
RNU7-54P	Rnu7-ps3
RNU7-84P	Rnu7-ps3
RNU7-57P	Rnu7-ps3
RNU7-9P	Rnu7-ps3
RNU7-170P	Rnu7-ps3
RNU7-29P	Rnu7-ps3
RNU7-176P	Rnu7-ps3
RNU7-2P	Rnu7-ps3
	Gm37024
	Gm25609
	Gm37057
	Gm37652
	1700006P03Rik
	Gm38258
	Gm23534
	Gm37903
	Gm22727
	Gm38153
	Gm37099
SNORD68	Snord68
	1600017P15Rik
	Gm37293
	Mir7079
Telomerase-vert	Gm55883
	Gm37298
CPNE7	Cpne7
ACTRT3	Actrt3
RLIG1	Rlig1
	Gm26979
	Gm37124
	A130050O07Rik
	Gm26936
MYNN	Mynn
	Gm26930
	D130019J16Rik
	Gm17077
	Gm4673
	Gm37534
MIR181A1	Mir181a-1
	Mir181a-1hg
C10orf90	D7Ertd443e
	Gm15819
MIR181B1	Mir181b-1
	Gm37632
CCDC69	Ccdc69
	Gm43840
	Gm56272
	Gm25608
RELCH	Relch
	5830416I19Rik
PGM2	Pgm2
FAM81A	Fam81a
KIF21A	Kif21a
	Mir7080
SULT1A3	Sult5a1
SULT1A4	Sult5a1
SULT1A2	Sult5a1
SULT1A1	Sult5a1
	Gm24257
	Gm18489
GM2A	Gm2a
	Gm47956
	Gm20397
	Gm20396
C12orf50	1700017N19Rik
	Gm26614
ZCWPW2	Zcwpw2
	Rps11-ps3
	Atp5pb-ps
	Mir207
	Gm56069
	Mup-ps22
PLEKHF2	Plekhf2
	Gm56070
	Gm22559
	2810408A11Rik
RNFT2	Rnft2
KAT6B	Kat6b
	Gm9333
NDUFAF6	Ndufaf6
	Gm56002
MYO1E	Myo1e
LRRC34	Lrrc34
ACSM3	Acsm3
	Gm4316
DPEP1	Dpep1
GPANK1	Gpank1
	Gm18981
	Gm55982
DCP1B	Dcp1b
LRRIQ4	Lrriq4
SMU1	Smu1
	Gm20522
C6orf47	D17H6S53E
DUSP2	Dusp2
CHMP1A	Chmp1a
APOM	Apom
	Gm56324
LRRC31	Lrrc31
SNORD62A	Gm22192
PIGT	Pigt
	Gm56071
SPRING1	Spring1
	Rps12-ps9
	Spata33
	Gm15462
BAG6	Bag6
SAMD7	Samd7
	Mir5626
CCNB2	Ccnb2
	Gm25076
	Gm25076
	Gm25076
	Gm28563
	Gm56073
SLC36A3	Slc36a3
MED13L	Med13l
CACNA2D4	Cacna2d4
CDK10	Cdk10
	Psenen-ps
	Gm11829
	Mir684-2
	Gm11830
TP53INP1	Trp53inp1
AZI2	Azi2
	4933429H19Rik
SEC62	Sec62
SLC36A2	Slc36a2
B4GALT1	B4galt1
	Gm47325
	Gm35722
	Gm47227
	Gm47228
ALYREF	Gm21293
	Gm38080
	2010016I18Rik
SNORD62B	Gm25632
ALYREF	Gm6763
ALYREF	Gm8764
IFTAP	Iftap
DENND2D	Dennd2d
ALYREF	Gm21304
ALYREF	Gm21312
ALYREF	Gm20765
ALYREF	Gm4340
	Gm22339
	Mir5123
	Gm8689
	Gm56196
	Gm9476
	Gm56197
	Gm4898
	Gm12397
	Gm8701
SPINK4	Spink4
	Gm8711
	Gm4310
	Gm8723
	Gm4781
ALYREF	Gm4302
	Slc36a1os
ALYREF	Gm4303
ALYREF	Gm4305
ALYREF	Gm4307
CCNE2	Ccne2
SLC36A1	Slc36a1
ALYREF	Gm4308
ALYREF	Gm4312
	Mir3058
	Gm55210
	Gm33336
	Gm47667
SPATA2L	Spata2l
	Gm47669
	Gm47671
	1110019B22Rik
	Gm47708
	4732465J04Rik
	Gm45842
	4933417D19Rik
VPS9D1	Vps9d1
	Gm57010
	Gm47718
	Gm47719
	Gm47724
	Gm47725
	Sprr2h
	Gm24433
ANAPC15	Anapc15-ps
MADCAM1	Madcam1
	Sprr2i
KCNMA1	Kcnma1
	Sprr2j-ps
	Sprr2k
FAT2	Fat2
	Sprr1b
CMC1	Cmc1
SPRR3	Sprr3
TIMM13	Timm13
	Gm37377
	Sprr1a
	Gm13610
	Gm14317
	Gm17399
SPRR4	Sprr4
	Gm43785
	Gm56005
	Gm20693
	2610509F24Rik
	Gm43788
RAG2	Rag2
	Sprr5
	4933432G23Rik
LMNB2	Lmnb2
	Gm37566
	Gm43275
	Gm10193
	Ivl
	Gm22479
	Gm43274
TNFRSF11A	Tnfrsf11a
	Gm43052
EOMES	Eomes
	Gm43051
	Smcp
	Gm43782
	Gm43342
	4930413E15Rik
LCE7A	2210017I01Rik
	Gm43784
ADRM1	Adrm1b
	1700081H04Rik
SFRP2	Sfrp2
RAG1	Rag1
	Gm7538
LSR	Lsr
HEY1	Hey1
	Gm56078
	Gm31314
WFDC2	Wfdc2
	Gm37779
RNU6-525P	Gm26214
TBC1D1	Tbc1d1
	Gm18801
	4933401J01Rik
	Gm26206
XKR4	Xkr4
ACACA	Acaca
	Gm18956
	Gm37180
	Gm37363
	Gm37686
BAG1	Bag1
	Gm1992
	Gm37329
LRIT3	Lrit3
	Gm7341
	Gm38148
	Gm19938
	Gm10568
	Gm38385
	Gm27396
	Gm37381
RRH	Rrh
	Gm33460
RP1	Rp1
SPINT3	Spint3
RNF111	Rnf111
LRTM2	Lrtm2
TRAF6	Traf6
	Gm6101
	Gm37483
SOX17	Sox17
GADD45B	Gadd45b
ADIPOR2	Adipor2
	Wfdc6a
GNG7	Gng7
	Gm37587
CHMP5	Chmp5
	Gm7357
EPPIN	Eppin
RNU6-31P	Gm22307
	Gm38076
GAR1	Gar1
	Gm37323
	Gm7369
	Gm6085
	Gm6119
	Gm56275
	Gm2053
	Gm6123
WFDC8	Wfdc8
ZCCHC2	Zcchc2
ZNF276	Zfp276
INTS8	Ints8
	Gm3828
DIRAS1	Diras1
	Gm16099
SLC39A3	Slc39a3
	Gm25512
CFI	Cfi
ASTL	Astl
WNT5B	Wnt5b
SGTA	Sgta
FANCA	Fanca
	Gm36180
PLA2G12A	Pla2g12a
FBXL14	Fbxl14
ERI2	Eri2
ERC1	Erc1
SNORA20	Gm24615
	Gm24615
	Gm24615
SNORA20B	Gm24615
	Gm24615
	Gm56008
RNU6-572P	Gm23730
RNU6-1083P	Gm22229
GOLGA4	Golga4
	Gm37372
	Gm26509
	Gm20753
PHLPP1	Phlpp1
CASP6	Casp6
MCUB	Mcub
POU6F1	Pou6f1
	Wfdc6b
	Gm38235
	A530053M12Rik
	Gm43399
	Gm6651
	Gm16063
BCL2	Bcl2
	Gm16064
	Gm15824
	Gm43721
	Gm15823
	Gm6044
	Gm24473
ADRA2B	Adra2b
PRRC2A	Prrc2a
	Gm43838
MRPL15	Mrpl15
	Gm43837
	Gm31363
THOP1	Thop1
	1700027F09Rik
	Wfdc16
SEC24B	Sec24b
	4930526M16Rik
	C030018K13Rik
FAM187B	Fam187b
	Gm11456
WFDC9	Wfdc9
OTOF	Otof
	Gm18935
C17orf78	Gm11437
WFDC10A	Wfdc10
	Gm45897
SLTM	Sltm
WFDC11	Wfdc11
DOCK1	Dock1
	Gm37391
WFDC13	Wfdc13
AATF	Aatf
SPINT4	Spint4
CREB3L3	Creb3l3
SPIRE2	Spire2
POMT1	Pomt1
NFX1	Nfx1
	D630008O14Rik
	Mir5615-1
	Mir5615-2
MAP2K2	Map2k2
	Gm37144
	Mir3473f
	Gm37053
KDSR	Kdsr
LHX1	Lhx1
	Gm9918
MFSD5	Mfsd5
	Gm49479
ESPL1	Espl1
VPS4B	Vps4b
	1700109G15Rik
TCF25	Tcf25
	Gm11431
SPARC	Sparc
SNORA38	Gm23442
	Gm17705
AIF1	Aif1
ITGA9	Itga9
	Gm9396
	Gm42663
	Gm9397
	Gm22682
RAB33B	Rab33b
SETDB1	Setdb1
SERPINB5	Serpinb5
ZBTB7A	Zbtb7a
GPAT2	Gpat2
	Mir3094
	Ncr3-ps
AQP7	Aqp7
AQP7B	Aqp7
LST1	Lst1
LTB	Ltb
	Pou2f3-rs1
SERPINB12	Serpinb12
MRM1	Mrm1
PIAS4	Pias4
	Mir6973a
TNF	Tnf
ATOX1	Atox1
RNU6-172P	Gm25637
AQP3	Aqp3
	Gm10157
	Gm2415
	Gm49480
PFDN5	Pfdn5
	Gm12235
DHRS11	Dhrs11
PTPRC	Ptprc
MINDY2	Mindy2
LTA	Lta
	Gm24581
	1700120G07Rik
DPY19L4	Dpy19l4
NPS	Nps
WFDC3	Wfdc3
	Mir6974
	Gm56884
NFKBIL1	Nfkbil1
	Gm45339
	4930544L04Rik
	4930502E09Rik
FOXI2	Foxi2
G3BP1	G3bp1
	Gm16181
	Gm36356
UCK1	Uck1
CLRN3	Clrn3
ATP6V1G2	Atp6v1g2
EEF2	Eef2
REXO5	Rexo5
DDX39B	Ddx39b
MYG1	Myg1
	Gm22884
	Gm12238
	Mir7652
	Gm44317
PRR5L	Prr5l
	Gm15532
TLK2	Tlk2
	4930540M05Rik
RAD52	Rad52
	Gm10642
ADAM10	Adam10
SNORD37	Snord37
	4930442H23Rik
DAPK3	Dapk3
AAAS	Aaas
DCUN1D3	Dcun1d3
SNORD84	Gm22589
	Gm56205
	Mir6975
SNORD117	Gm25128
NOL6	Nol6
	Mir8094
	
LIPC	Lipc
ZBTB12	Zbtb12
	Gm42578
	Gm37500
CTXND2	Ctxnd2
	Gm56901
	Gm5070
EHMT2	Ehmt2
	Gm9173
	
LYRM1	Lyrm1
	Gm4349
	Gm42672
CTSK	Ctsk
MIR544A	Gm56015
	Gm3436
	Gm56808
	Gm32017
CTSS	Ctss
AQP9	Aqp9
	Atcayos
NMRK2	Nmrk2
TBX3	Tbx3
	Hmgb1-ps5
HORMAD1	Hormad1
ATCAY	Atcay
	Fxyd5
	Gm13611
DNTTIP1	Dnttip1
WNK1	Wnk1
	Gm47268
	Gm32511
ALDH1A2	Aldh1a2
	Gm36246
SP7	Sp7
ZFR2	Zfr2
	Gm55244
SP1	Sp1
	Gm12402
UBE2R2	Ube2r2
	Gm13905
	Gm11457
	Gm56329
COMMD9	Commd9
	Gm48124
MC1R	Mc1r
	Gm12403
CGNL1	Cgnl1
RNU6-243P	Gm56206
ESRP1	Esrp1
AMHR2	Amhr2
	Gm38092
TUBB3	Tubb3
TBX5	Tbx5
MATK	Matk
UBE2C	Ube2c
	Gm42671
	Rps10-ps1
ENSA	Ensa
DEF8	Def8
	Gm24128
	Prr13
	E330034L11Rik
TNNC2	Tnnc2
MCL1	Mcl1
	Gm43269
	Gm38554
	Gm56096
FAM114A1	Fam114a1
	Gm56781
LDLRAD3	Ldlrad3
ADAMTSL4	Adamtsl4
PCBP2	Pcbp2
TMEM156	Tmem156
	Gm13920
SERPINB13	Serpinb13
	Gm13921
	Gm13866
KLHL5	Klhl5
SNX21	Snx21
ECM1	Ecm1
	Gm8080
SWI5	Swi5
SERPINB3	Serpinb3a
SERPINB4	Serpinb3a
	Gm11821
	Gm11822
UBAP2	Ubap2
	A130071D04Rik
	Tent2-ps2
	Gm28556
	1700113B19Rik
SERPINB3	Serpinb3d
SERPINB4	Serpinb3d
DNAH3	Dnah3
	Gm56099
RBM19	Rbm19
ATP6V1G3	Atp6v1g3
	Gm27220
	Gm37660
	Gm28500
	Gm15388
EXOG	Exog
LYPLA1	Lypla1
TRIM44	Trim44
	Gm13868
FJX1	Fjx1
ACOT8	Acot8
SNORD121B	Gm22888
SNORD121A	Gm24837
VIRMA	Virma
ZSWIM3	Zswim3
SCN5A	Scn5a
PAMR1	Pamr1
GLRA1	Glra1
	Mir7050
	Mir7014
MRGPRX3	Mrgpra1
MRGPRX2	Mrgpra1
MRGPRX1	Mrgpra1
MRGPRX4	Mrgpra1
	Gm10390
TARS2	Tars2
	Gm29479
	Gm25217
MRPL54	Mrpl54
	Gm42655
RNU6-1124P	Gm25326
	4930560O18Rik
	Gm56103
	Gm42654
MRGPRX3	Mrgpra2a
MRGPRX2	Mrgpra2a
MRGPRX1	Mrgpra2a
MRGPRX4	Mrgpra2a
LHX5	Lhx5
MRGPRX3	Mrgpra2b
MRGPRX2	Mrgpra2b
MRGPRX1	Mrgpra2b
MRGPRX4	Mrgpra2b
ZSWIM1	Zswim1
APBA3	Apba3
	Gm7255
	Mrgprc4-ps
	Mrgpra14
SPATA25	Spata25
	Gm9322
MRGPRX3	Mrgpra3
MRGPRX2	Mrgpra3
MRGPRX1	Mrgpra3
MRGPRX4	Mrgpra3
SDSL	Sdsl
FXYD7	Fxyd7
NEURL2	Neurl2
ZMYND19	Zmynd19
SLC44A4	Slc44a4
	Mrgprc1-ps
	Gm2707
	Gm12236
	Gm12237
	Gm28288
	Gm12239
	Mrgprc3-ps
NMUR2	Nmur2
LDAF1	Ldaf1
FRZB	Frzb
	Mir3057
DDIT4	Ddit4
MAPRE3	Mapre3
	Gm12240
SNORD1C	Gm24253
	Gm12241
SNORA70	Gm22603
SNORA70	Gm22603
SNORA70	Gm22603
SNORA70	Gm22603
SNORA70	Gm22603
SNORA70	Gm22603
ANAPC16	Anapc16
MRC2	Mrc2
SNORA63	Gm56113
SNORA63	Gm56113
SNORA63	Gm56113
SNORA63	Gm56113
GAS8	Gas8
	Gm13687
	Gm5733
DPH7	Dph7
SNORD121A	Gm23090
	Gm12401
	Gm56336
DCAF12	Dcaf12
	Gm18348
	Gm29563
	Mrgprc7-ps
	Gm18349
	Mrgpra18-ps
SERPINB3	Serpinb3b
SERPINB4	Serpinb3b
	Gm18350
	Gm5734
ASCC1	Ascc1
	Mrgprc2-ps
MRGPRX3	Mrgpra4
MRGPRX2	Mrgpra4
MRGPRX1	Mrgpra4
MRGPRX4	Mrgpra4
MRGPRX3	Mrgprx1
MRGPRX2	Mrgprx1
MRGPRX1	Mrgprx1
MRGPRX4	Mrgprx1
	n-R5s100
	n-R5s101
SDS	Sds
	n-R5s102
	n-R5s103
	Gm11831
	n-R5s104
	Gm56210
	n-R5s105
	Mrgprb7-ps
	Gm26049
	n-R5s106
	Gm26084
	n-R5s107
	Gm28666
RNA5S17	n-R5s108
RAD54B	Rad54b
	n-R5s109
RNA5S9	n-R5s110
RNA5S12	n-R5s111
	Mrgprb12-ps
	n-R5s112
	n-R5s113
	n-R5s114
	Gm18351
RNA5SP150	n-R5s115
	Gm28665
	Gm25018
	n-R5s117
	n-R5s118
	n-R5s119
MRGPRX3	Mrgprb5
MRGPRX2	Mrgprb5
MRGPRX1	Mrgprb5
MRGPRX4	Mrgprb5
	n-R5s120
	n-R5s121
RNA5S11	n-R5s122
	Gm18352
	n-R5s123
	Gm37988
	n-R5s124
	n-R5s125
	Gm24312
	n-R5s127
MRGPRX3	Mrgprb4
MRGPRX2	Mrgprb4
MRGPRX1	Mrgprb4
MRGPRX4	Mrgprb4
	n-R5s128
	n-R5s129
	n-R5s130
	Gm8084
	n-R5s131
	Gm26950
	Gm26391
RNA5S2	n-R5s133
RNA5S17	n-R5s134
	Rn5s
SPOCK2	Spock2
	Gm18356
	n-R5s136
	Rn5s-ps1
	n-R5s138
	Gm15390
	n-R5s139
	Gm22109
RNA5S3	n-R5s141
SERPINB3	Serpinb3c
SERPINB4	Serpinb3c
	Mrgprb13
	n-R5s142
	n-R5s143
	n-R5s144
	Gm25212
RNA5S17	n-R5s146
	Gm18357
RNA5S6	Gm22291
	Gm23284
	n-R5s149
	Gm23647
RHOU	Rhou
MRGPRX3	Mrgprb8
MRGPRX2	Mrgprb8
MRGPRX1	Mrgprb8
MRGPRX4	Mrgprb8
NEU1	Neu1
MRGPRX3	Mrgprb1
MRGPRX2	Mrgprb1
MRGPRX1	Mrgprb1
MRGPRX4	Mrgprb1
MRPL41	Mrpl41
TCF12	Tcf12
	Gm8089
	Gm45781
MRGPRX3	Mrgprx2
MRGPRX2	Mrgprx2
MRGPRX1	Mrgprx2
MRGPRX4	Mrgprx2
	6030466F02Rik
	Gm45865
FSBP	Fsbp
RAB4A	Rab4a
NEK7	Nek7
MRGPRX3	Mrgprb2
MRGPRX2	Mrgprb2
MRGPRX1	Mrgprb2
MRGPRX4	Mrgprb2
SLC1A2	Slc1a2
	Mrgprb9-ps
	Gm11833
UBAP1	Ubap1
	Gm18353
MRGPRX3	Mrgprb3
MRGPRX2	Mrgprb3
MRGPRX1	Mrgprb3
MRGPRX4	Mrgprb3
NEURL4	Neurl4
	Mrgprb11-ps
	Mir6906
	Gm51802
	Gm55595
	Gm20481
	Gm45086
	Gm15690
	Gm49954
VSIR	Vsir
	Gm41541
PLBD2	Plbd2
ZP2	Zp2
	Zfp983
ZNF34	Zfp760
	Zfp229
	2810455O05Rik
CCSAP	Ccsap
	Gm28501
SERPINB11	Serpinb11
	Gm4342
ACTA1	Acta1
KIF24	Kif24
	Gm18270
ZNF34	Zfp820
	Gm29773
NUP133	Nup133
ZNF34	Zfp995
RPRD2	Rprd2
	Gm37080
	Gm15391
	Gm37101
TMEM182	Tmem182
	Gm6540
	Gm10509
	Gm56993
C10orf105	Gm17455
	
	Gm5973
	Gm5817
CHST3	Chst3
	Gm5833
WDR19	Wdr19
PRKCE	Prkce
LRP11	Lrp11
	4930448I06Rik
	Gm8790
	Gm28634
TCEA1	Tcea1
NUDT2	Nudt2
MYORG	Myorg
	4930505K13Rik
ZDHHC13	Zdhhc13
	Gm45890
SPMIP6	Spmip6
	Gm16254
	A630066F11Rik
NUP43	Nup43
ABCB10	Abcb10
	Gm43436
RNU1-109P	Gm26361
	Gm17815
PRPF3	Prpf3
	Gm6104
	Gm37277
	Gm5267
	Gm16199
	Gm8176
	Gm9915
	Mir706
NINJ2	Ninj2
SERPINB7	Serpinb7
TAF5L	Taf5l
	Gm25327
KATNA1	Katna1
B4GALNT3	B4galnt3
MAL	Mal
	Gm29664
ANKS4B	Anks4b
FN1	Fn1
	Gm54542
	2010106C02Rik
	Gm56905
	Gm17827
	Gm18832
URB2	Urb2
	Gm54543
	Gm45041
	Gm56893
	Gm56887
CSRP3	Csrp3
	Gm13872
EPAS1	Epas1
CTSA	Ctsa
	Fam219aos
FAM219A	Fam219a
CRYM	Crym
	Mir1967
	Gm45732
	Gm3889
GALNT2	Galnt2
	Gm20470
GINM1	Ginm1
	Gm50008
	Gm10309
	Or14r1-ps1
	Or12d15
E2F8	E2f8
	Or14s1-ps1
MICAL3	Mical3
	Gm26594
	Or1o1
GOLPH3L	Golph3l
	Or11a5-ps1
	Gm18808
	Gm11847
	Gm11846
	Or1o11
	Gm12404
	Or11a6-ps1
	Gm37985
OR12D3	Or12d17
	Gm56217
TRIQK	Triqk
	B430219N15Rik
	H2-M2
PPIL4	Ppil4
	Gm45282
	Abca14
	1810008B01Rik
	Gm15775
	Gm11820
	Gm56218
	Gm24459
DNAI1	Dnai1
COG2	Cog2
LYSMD1	Lysmd1
	Gm40155
	Gm43088
	Gm15460
	Gm55405
	Gm43689
LAMTOR3	Lamtor3
OR5V1	Or5v1
	Or12d14-ps1
	Or12d16-ps1
LMF1	Lmf1
	Gm15560
	Mir5104
	Gm24726
PCMT1	Pcmt1
	Gm11819
	Gm11826
	Gm11825
	Gm56220
ENHO	Enho
DAPP1	Dapp1
PTPRE	Ptpre
	Gm12406
	Gm12405
RUNX1T1	Runx1t1
AGT	Agt
	B930025P03Rik
	Gm45044
	Gm45042
FRAS1	Fras1
	Gm44955
	Gm44956
	Gm34099
	Gm22645
SCRG1	Scrg1
	4930541O19Rik
	Gm50312
	Gm5836
SAP30	Sap30
GNG13	Gng13
	Gm19708
HMGB2	Hmgb2
C4orf54	1110002E22Rik
MTTP	Mttp
CHTF18	Chtf18
	Gm6012
GALNT7	Galnt7
PLTP	Pltp
	Gm11823
	Gm24068
	Gm11824
	1700120G11Rik
	Gm24908
	Gm11836
CNTFR	Cntfr
RAB3IP	Rab3ip
	Gm57004
	4933412E12Rik
MARCHF10	Marchf10
	D630029K05Rik
	Gm5781
BEST3	Best3
SLC26A7	Slc26a7
	Gm10747
LRRC10	Lrrc10
	Gm25379
	Gm10284
CCT2	Cct2
	Gm45534
	Gm45360
	Gm19269
	Gm42604
	Gm45358
RPUSD1	Rpusd1
	4930412F12Rik
	Gm11638
	Gm45359
ANXA3	Anxa3
	Gm11640
	Gm43691
NUDT7	Nudt7
GPS2	Gps2
TRMT10A	Trmt10a
LRRC69	Lrrc69
NCKAP1	Nckap1
MSLNL	Mslnl
	Gm11838
NECAB1	Necab1
MYO9B	Myo9b
	Gm55306
MSLN	Msln
SPOP	Tdpoz4
SPOP	Tdpoz3
	Gm37430
	Gm9113
	Gm9116
	Gm37185
	Gm37104
SPOP	Tdpoz5
	Gm37807
	Gm37481
	Gm42603
	1700016F12Rik
	Gm9121
	Gm9124
	Gm33100
	Gm37085
	Gm42602
SFI1	Sfi1
SPOP	Tdpoz9
	Gm11845
	Gm24623
	Gm43147
TMEM64	Tmem64
	Gm43148
	Gm37081
FRS2	Frs2
	Gm43144
SPOP	Tdpoz7
	Gm9484
	Gm37778
	Gm37155
SLC8B1	Slc8b1
	Gm5542
	Gm9131
	Gm24317
	Gm11856
	Gm37882
	Gm11859
	Gm11857
	Gm5543
	Gm11858
	Gm11855
	Gm37001
IL11RA	Il11ra1
	Gm16560
SPOP	Spopfm2
	Gm16584
	Gm4982
	Gm9141
	Spopfm1
	Gm16561
	Gm38411
	Gm4525
WNT2B	Wnt2b
	Gm43915
MRPL42	Mrpl42
	Gm4651
	Gm55307
	Minpp1-ps
MAP3K12	Map3k12
PEX26	Pex26
	Gm43846
	Gm40117
CTTNBP2NL	Cttnbp2nl
	1700080C20Rik
CIAO3	Ciao3
UBE2N	Ube2n
NUDT4B	Nudt4
NUDT4	Nudt4
	4930564D02Rik
	Platr10
	Gm44014
TUBA8	Tuba8
	Gm33543
	Lrrc77
	Gm37685
	Gm37256
EEA1	Eea1
KCNA3	Kcna3
	Gm15856
	Gm56792
USP18	Usp18
	AI504432
	A930002I21Rik
KCNA2	Kcna2
KCNA10	Kcna10
	Cym
	Mir1962
MKI67	Mki67
SLC6A13	Slc6a13
	A630076J17Rik
PROK1	Prok1
	Gm45240
	Gm36431
BMP2K	Bmp2k
LAMTOR5	Lamtor5
	Gm45241
	6330420H09Rik
	Gm45440
	Gm45439
	Gm49817
	Gm9341
HAGHL	Haghl
SLC16A4	Slc16a4
	Gm48425
	Gm36737
ATP5MG	Atg5lrt
ATP5MGL	Atg5lrt
	Gm45426
	Gm56223
	Gm38057
CALB1	Calb1
ALYREF	Gm4301
	Gm38111
	Gm18391
	Abca15
	Gm18821
	Gm48372
	Gm37879
NR2C1	Nr2c1
	Gm27152
	Gm37663
	Gm10337
	Gm37023
	A430027C01Rik
	Gm56062
	Gm37137
TARBP2	Tarbp2
	Rpl15-ps2
	Gm25045
	Gm56010
	Gm7863
SLC6A12	Slc6a12
	Uba52-ps
	Gm27159
	Gm27188
	Gm7870
RNU6-541P	Gm25163
	Gm27253
ZNF280D	Zfp280d
	Gm26148
DECR1	Decr1
PCIF1	Pcif1
	Gm43145
PAQR3	Paqr3
RBM15	Rbm15
	Mir6400
NBN	Nbn
	Gm5279
	Gm55810
KCNC4	Kcnc4
SLC6A17	Slc6a17
	Gm11869
TPCN1	Tpcn1
OSGIN2	Osgin2
	C230079O03Rik
	Gm36849
NPFF	Npff
	Gm56340
	Gm5904
	Gm6249
	Gm13689
	Gm24461
	Gm13688
	Gm9347
DUSP19	Dusp19
	Gm28047
	Gm26122
NDUFA12	Ndufa12
FXYD1	Fxyd1
ATF7	Atf7
	Gm11870
	Gm11874
RIPK2	Ripk2
	Gm56821
	9530004M14Rik
	Gm16155
	Gm56822
	Gm56823
	Gm4792
	4930488L21Rik
	Or6c219
IQSEC3	Iqsec3
	6330537M06Rik
ZNF335	Zfp335
	Or10u4
	Gm56824
	Gm45472
	Gm56825
	Or10u3
	0610038B21Rik
	Gm10310
	Gm43977
	Gm33035
	Gm16675
	Gm47107
	Mir6966
UBL4B	Ubl4b
	Gm24172
CCDC78	Ccdc78
	Gm33263
	Gm56828
	Gm6410
FCGR1A	Fcgr1
	Gm56226
	Gm15889
RHOBTB1	Rhobtb1
	Gm11865
	Gm37355
	Gm11864
	Gm11861
	D030068K23Rik
	Gm24978
	Gm11862
RNU6-1042P	Gm23975
RNU6-101P	Gm23975
	Gm11848
	Gm11850
	Gm11849
RNU6-813P	Gm56227
	Gm11851
MMP16	Mmp16
	Gm6360
ANTKMT	Antkmt
	Gm56831
	Gm9951
	Gm33609
	Gm2861
	E230013L22Rik
	Gm5560
	Gm56833
	Gm33969
	Gm56834
	2510016D11Rik
	Gm31135
	Naa11
	4930467D21Rik
	Gm31718
GK2	Gk2
	Gm43922
IQCD	Iqcd
	Gm29688
	Gm43933
	Gm43934
	Gm35256
	Gm43945
A2M	A2m
	Gm56839
	Gm56842
	Gm56843
	Gm6213
	Gm50367
FBXL16	Fbxl16
	Gm56845
	Gm31223
ANTXR2	Antxr2
	Gm24830
	Platr30
	Gm45866
	Gm30925
	Gm26553
	Gm39167
	Rnu1b1
	Gm30660
	Rnu1b2
	4930477E14Rik
NUP35	Nup35
WDR24	Wdr24
	Gm26654
	Gm56846
	Pafah1b1-ps1
	Gm35021
	Gm21960
	Terc
